# Region      : all neutroRegion
# Cells       : 350
# Volume      : 2.936810e-03
# Time        	volIntegrate(powerDensity)
1             	3.748001e+06
2             	3.748001e+06
3             	3.748001e+06
4             	3.748001e+06
5             	3.748001e+06
6             	3.748001e+06
7             	3.748001e+06
8             	3.748001e+06
9             	3.748001e+06
10            	3.748001e+06
